text,tags
周末有空和姐妹来吃个火锅，点了爱吃的菌菇锅底，很鲜很好吃，店里人不算多，菜品也蛮新鲜的，推荐,"菜品其他分类(正面), 口味好 (正面)"
菜品很好 玉米汁很好喝 环境也很好 非常推荐,菜品其他分类(正面)
这家店超级爆火，刚过来就开始排队，但是挺快的味道很不错 环境很好,迎宾排队环节(正面)
经常来吃味道很好比较符合我们的口味，上菜还是比较快的,出餐环节(正面)
令人无语的服务态度，吃了很多家，这家唯一给差评的,服务整体问题(负面)
菜品新鲜，火锅味道好吃，环境不错。,口味好(正面)
客服态度很好，然后材料也。,服务整体环节(正面)
不错，好吃，性价比极高，红油锅味道足，吃了还想来吃。,"菜品其他分类(正面), 口味好 (正面)"
菜的味道很好，环境也不错，服务好，上菜快，价格实惠,"出餐环节(正面), 口味好 (正面), 服务整体环节 (正面)"
超级好吃，味道好，人多热闹，小朋友喜欢吃番茄锅！！！！赞赞赞，来来来！,菜品其他分类(正面)
环境优美好看，菜品新鲜口感好，服务挺好的会主动提供围裙。,服务整体环节(正面)
很喜欢季季红的锅底，三鲜锅底，味道不错，经常来这边吃季季红，也经常吃它们家口味还是可以的，服务员态度也蛮好的，下次还来这家，很喜欢他们的红糖糍粑,"菜品其他分类(正面), 口味好 (正面), 服务整体环节 (正面)"
试营业期间来的，两个人消费150+，季季红品牌忠粉，性价比之王，回老家必吃季季红，最好的分店就是南昌红谷滩的季季红自选超市火锅店，很有特点，希望早日杀出江西[调皮] 不过就这家新店来讲，管理确实是还是有待进一步提升哒。,菜品其他分类(正面)
[薄荷]环境: 装修低调奢华，红通通的喜庆，在万达大概逛了几圈还是这家人多，果断进店。 [服务铃]服务: 一进门服务员就很热情的招待了我们，请问几位，招呼周到，有求必应。,服务整体环节(正面)
预定好但不问客户信息，跑的来说没位置了。好好一个生日，这不是欺负人嘛！??这家店列入黑名单！,迎宾排队问题(负面)
一般吧 各方面，胜在店多、营业时间长。 想去南昌这家试试,
周末又来季季红吃火锅了，小朋友最爱的毛肚来两份，份量足，干净卫生！,"菜品其他分类(正面), 分量多 (正面)"
服务态度很好，很尊重人，也很好吃。,服务整体环节(正面)
很好  实惠  好吃,
放学和同学来季季红吃火锅，来的刚刚好，最后一桌被我坐到了，差点要等位置了，味道还不错，上菜现在比以前快好多，,"出餐环节(正面), 口味好 (正面)"
好吃非常不错很值得来，服务态度好有餐体验好离家近,服务整体环节(正面)
季季红是火锅最爱啦！ 南昌人的特色麻辣火锅，三鲜和麻辣。 番茄汤的也不要错过！ 肥牛卷还有奶茶简直一绝！ 蘸酱真的很好吃很有味道！ 最喜欢这些火锅了！ 下次还会再来吃！ 火锅丸子油条都很入味！ 配上奶茶绝配！一定要多吃点！,"菜品其他分类(正面), 口味好 (正面)"
味道很好还有免费冰淇淋，很喜欢服务也到位会再来的,服务整体环节(正面)
味道很棒，上菜速度快，服务很周到，环境干净整洁，很舒适,"出餐环节(正面), 服务整体环节 (正面)"
菜品非常好吃，价格便宜又实惠值得一来！,菜品其他分类(正面)
火锅口感醇厚，汤底浓郁，食材新鲜，服务周到，强烈推荐！,"口味好(正面), 服务整体环节 (正面), 食材好 (正面), 口感好 (正面)"
每次吃火锅都来季季红火锅，味道真的很棒，服务也很到位，菜品也很丰富，很适合朋友聚餐，推荐推荐～,"口味好(正面), 服务整体环节 (正面)"
菜品很新鲜，上菜速度很快，服务员也很热情，环境很干净，坐在窗户旁边的桌子感觉还挺好的。点赞????,"出餐环节(正面), 服务整体环节 (正面)"
服务真的有问题 十几个服务员一直没有路过我这边 我都挥手??示意让他们过来➕汤 有一人我叫住他了过来➕汤 她答应了就走了 没有回来过 到最后都没人过来询问我是否需要➕汤 真的有点无语[流汗]感觉锅都要烧裂开了[流汗] 菜品其实是还OK的 但是这服务态度我是真的有点生气 十几个服务员 店里顾客不多的情况下 都不能服务好 那更何况人多的时候 最后一个小哥哥过来 让他➕汤 终于➕到汤了 希望下次能够改进服务态度 不要什么都不做 就跟站桩一样,服务整体问题(负面)
今天周未带小孩来季季红吃火锅味道不错服务不错，菜品新鲜，好吃,"口味好(正面), 服务整体环节 (正面)"
菜品感觉好好吃，服务态度也非常的好，阿姨人也很好。,服务整体环节(正面)
季季红是我从小吃到大  特别喜欢万科太空之城 颜色好看 值得推荐,卖相好(正面)
活动很划算，希望美团以后继续推出此类活动，一如既往得支持季季红。,
南昌人的火锅，喜欢那个味道，继续享用。,口味好(正面)
味道挺好，服务也很好,服务整体环节(正面)
吃过两回了，味道还是很不错的。 [薄荷]环境： 环境也是以大红色风格为主，很热闹，我们下午四五点去的时候人还挺多的，但是里面空间环境超级大，即使人多，也一般不会出现要排队的情况。调料台也有两个还是很方便的。小料台品种种类很齐全，你想要的应有尽有。 菜品品质还算可以，上菜速度也挺快的，是机器人上菜还挺有意思的，我最喜欢他家的鸡翅了，点了两盘，很好吃。,"出餐环节(正面), 菜品其他分类 (正面), 迎宾排队环节 (正面)"
刚过完元宵去的，没啥人，好冷清，平时好多人，还得排队 [薄荷]环境: 就在龙湖天街和万达中间，位置好找，新开的店，环境还不错 [服务铃]服务: 人不多，服务一般，还得自己去叫人 总体来说马马虎虎吧，小酥肉味道一般般，小黄鱼不错，可以推荐,"菜品其他分类(正面), 服务整体问题 (负面)"
去铜鼓滑雪回来有点晚了不想在周围吃，路过浏阳，搜到有季季红，而且最重要的是晚上8.30后还营业就来了，来了后绝对惊喜，居然有茶颜悦色[大哭][大哭][大哭]过年去长沙排队一个小时都不一定能喝上，这里居然没什么人排队，消费了停车也免费。季季红火锅也是一如既然的好味道，大学的时候在南昌经常吃，锅底的辣味非常的纯正，你一口就知道这个辣味太绝了，根本停不下来，配上牛肉卷，太美味了，还有自主配料区，选择也多，最爱有小鱼仔的酱料，最后两个人吃了也就100元，超高性价比。,"菜品其他分类(正面), 迎宾排队环节 (正面), 口味好 (正面)"
「#麻辣鸳鸯锅底」知道多好吃嘛，每天被拉过来吃真的，，，,
干净新鲜，推荐大家，冲冲冲冲冲，必点毛肚片，聚餐好地方，开心??,菜品其他分类(正面)
价格优惠，味道很好，江西人都爱的辣，推荐牛油锅！,菜品其他分类(正面)
性价比贼高  已经到达每周去一次季季红了,
非常好吃 经常来 季季红赣州人自己的火锅,菜品其他分类(正面)
菜很好吃，品种多样，服务态度很好，环境卫生很干净,"菜品其他分类(正面), 服务整体环节 (正面)"
季季红  开了很多连锁店  「鲜嫩肥牛卷」「鲜美肥羊卷」「油炸基围虾」「弹脆皮肠」「八秒毛肚片」「油炸羊肉串」「油炸鱿鱼脆骨」「娃娃菜」「油炸鱿鱼脚」「大刀腰片」「油炸骨肉相连」 鸳鸯锅。锅底菜品都非常的划算 性价比也很高 非常的划算,
服务态度总体来说很好 ，服务态度非常周到  ，菜品也非常有食欲， 环境也不错 ，空气新鲜 。[色][色],服务整体环节(正面)
很好吃，环境也好,
食材很亲新鲜，很喜欢吃这里的红糖糍粑，南瓜饼,菜品其他分类(正面)
环境优美，菜品很好，味道丰富很喜欢,
味道还不错，吃了很多次了季季红，好吃[调皮],菜品其他分类(正面)
味道很好，经济实惠，性价比很高，牛肉也很好吃，味道很正,"菜品其他分类(正面), 口味好 (正面)"
味道很赞下次还来，太喜欢吃了无论到哪必去季季红,菜品其他分类(正面)
环境干净舒适，服务到位，食材新鲜。,"服务整体环节(正面), 食材好 (正面)"
新开张的店，环境很不错，价格也是一如既往的实惠！,
服务员很热情的服务，菜品很好吃，番茄锅很好吃，可以带朋友来吃,"菜品其他分类(正面), 服务整体环节 (正面)"
店里环境还不错，服务员上菜很快，服务很不错，冰淇淋很好吃,"出餐环节(正面), 菜品其他分类 (正面), 服务整体环节 (正面)"
春天的第一次火锅，味道还不错，气氛棒极了，服务员很温暖,"口味好(正面), 服务整体环节 (正面)"
非常好，价格便宜服务态度很好，强推,服务整体环节(正面)
南昌人应该没人能拒绝季季红的诱惑，老牌子了「牛蛙」好吃，但是要多煮一会儿，油炸也很好吃，，重点推荐油炸的羊肉串、香蕉、小黄鱼还有素鸡，真的都太好吃啦！而且火锅也不贵，吃的是情怀和回忆，两百多两个人吃的撑到扶墙走,"菜品其他分类(正面), 价格低 (正面)"
服务好，环境不错，菜品味道可以，下次还来,服务整体环节(正面)
点了个菌菇锅底味道真的很不错，价格很便宜，服务挺不错的，还有免费冰淇淋哦。,"口味好(正面), 服务整体环节 (正面)"
季季red江西人的爱。店里非常干净，蛮有氛围，音乐也非常悦耳，整体感觉是个治愈系小店，食物不仅造型美观，重要的是味道非常棒，色泽很好。 服务:服务体验感很不错菜品也非常不错，真的会记好久好久，然后下次和朋友聚会还会来这里。这家店评价不错，体验下算是符合预期的,服务整体环节(正面)
店里环境很好，服务员态度也很好！上菜也很快哦??好吃好吃好吃！[色][色][色][色],"出餐环节(正面), 服务整体环节 (正面)"
味道好吃，物美价廉，推荐大家来吃。,
服务态度很好，环境也不错，物美价廉,服务整体环节(正面)
感觉挺好吃，味道也不错，服务也挺好,
季季红润润喉，润喉季季红润润肺，少许的滋补，可以补身体，相当于在冬季滋补身体，滋补身体。 [薄荷]环境: 老顾客了，每周都来，非常值得，已经疯狂安利给身边的朋友们了！食材特别新鲜，真的是超有诚信的商家，平台的优惠券也很划算，会越做越好滴！总的感觉非常精致，而且菜品颜值都非常高，完全是意料之外,
老妈想吃火锅，那些网红店都不考虑，还是咱们南昌本地季季红算算首选。之前一直有白嫖的银耳莲子汤，现在还有白嫖的冰淇淋，油炸也是每次来必点，推荐「素鸡」「小黄鱼」，底料建议选牛油锅，比较入味，辣椒壳之类的也少，,"分量少(负面), 菜品其他分类 (正面), 口味好 (正面)"
